chunk_id,cluster,x,y,doc_name,record_type,module,title
9-2,116,2.343,11.295,"CONSIGNAÇÃO, Passo a Passo.pdf",documentacao,,Consulta Estoque Produto (ESTO7) — Aqui abaixo pesquisas adicionais referente a rotina de Consignação
10-0,-1,0.417,10.008,Labelli.docx,documentacao,,Condições de Pagamento (ADMI19) — Estruturação de produto
10-1,-1,0.156,11.910,Labelli.docx,documentacao,,"ADMI171 — cintos, venda interface api, inserir os materiais"
11-0,-1,2.705,12.741,Cronograma de treinamento Painel de Manufatura Brisa.docx,documentacao,,Pessoas Físicas/Jurídicas (ADMI34) — Cronograma de treinamento Painéis de Manufatura Brisa e Rotinas novas
12-0,-1,1.894,11.273,Rotina de faturamento Brisa.docx,documentacao,,Consulta Estoque Produto (ESTO7) — Objetivo Acesso Solicitações Detalhamento das Solicitações
13-0,-1,1.023,11.038,Rotina estoque futuro Brisa 67032.docx,documentacao,,Consulta Ordem de Fabricação (CFAB2) — Criado um LE: Liberado pelo MPSP20
14-0,1,6.912,14.362,Compilado de Rotinas da Brisa.docx,documentacao,,"atta base, suporte, estruturada"
14-1,1,6.918,14.384,Compilado de Rotinas da Brisa.docx,documentacao,,"passagem de conhecimento, transcricao, documento original"
14-2,1,6.930,14.388,Compilado de Rotinas da Brisa.docx,documentacao,,"importacao de extrato, faturamento sem estoque, reuniao"
14-3,1,6.929,14.388,Compilado de Rotinas da Brisa.docx,documentacao,,"fato resto, chamado depender, trechos"
14-4,1,6.944,14.372,Compilado de Rotinas da Brisa.docx,documentacao,,"faturamento entre empresa, entrada com importacao, passo a passo"
14-5,1,6.925,14.405,Compilado de Rotinas da Brisa.docx,documentacao,,"contrato de cambio, nao deve assumir, texto legal"
14-6,1,6.926,14.396,Compilado de Rotinas da Brisa.docx,documentacao,,"vez que houver, parametro de geracao, descricao do produto"
14-7,1,6.932,14.407,Compilado de Rotinas da Brisa.docx,documentacao,,"nao ficou claro, existe um fluxo, validador de xml"
14-8,1,6.930,14.393,Compilado de Rotinas da Brisa.docx,documentacao,,"exportacao, apenas quando for, nota de saida"
14-9,1,6.933,14.407,Compilado de Rotinas da Brisa.docx,documentacao,,"estava sendo gerada, apuracao, problema de cadastro"
14-10,128,6.880,14.330,Compilado de Rotinas da Brisa.docx,documentacao,,"analise de credito, logica antiga, nao deve assumir"
14-11,1,6.937,14.411,Compilado de Rotinas da Brisa.docx,documentacao,,"fundamentacao legal, observacoes fiscais texto, tags do xml"
14-12,1,6.927,14.394,Compilado de Rotinas da Brisa.docx,documentacao,,"momento da reuniao, comissao, proprio treinamento"
14-13,1,6.933,14.405,Compilado de Rotinas da Brisa.docx,documentacao,,"treinamento de mdf-e, nao ficou claro, fechada no momento"
14-14,1,6.935,14.401,Compilado de Rotinas da Brisa.docx,documentacao,,"revisar a partir, necessidade de manter, entender o problema"
14-15,1,6.935,14.488,Compilado de Rotinas da Brisa.docx,documentacao,,"declaração de importação, regra do sistema, nao deve assumir"
14-16,2,6.932,14.737,Compilado de Rotinas da Brisa.docx,documentacao,,"cadastro master, despesas aduaneiras, usd"
14-17,2,6.906,14.757,Compilado de Rotinas da Brisa.docx,documentacao,,"travamentos ou congelamentos, tradicional comercio exterior, reabertura de processos"
14-18,2,6.922,14.762,Compilado de Rotinas da Brisa.docx,documentacao,,"ufde, sistema deve assegurar, faturamento de forma"
14-19,2,6.925,14.756,Compilado de Rotinas da Brisa.docx,documentacao,,"travamentos ou congelamentos, tabelas do banco, sistema deve assegurar"
14-20,2,6.918,14.760,Compilado de Rotinas da Brisa.docx,documentacao,,"tradicional comercio exterior, reabertura do lote, processos de importação"
14-21,2,6.906,14.799,Compilado de Rotinas da Brisa.docx,documentacao,,"estorno e reimpressão, painel de embalagens, impressão automática"
14-22,2,6.906,14.785,Compilado de Rotinas da Brisa.docx,documentacao,,"setor de revisão, url do painel, produto e lote"
14-23,2,6.913,14.769,Compilado de Rotinas da Brisa.docx,documentacao,,"responsável pela geração, permissões de grupo, layout para impressão"
14-24,2,6.923,14.821,Compilado de Rotinas da Brisa.docx,documentacao,,"tiago cruz, operacionais da revisão, materiais sem saldo"
14-25,2,6.926,14.812,Compilado de Rotinas da Brisa.docx,documentacao,,"tiago cruz, reimpressão no painel, operacionais da revisão"
14-26,2,6.866,14.796,Compilado de Rotinas da Brisa.docx,documentacao,,"transporte de amostras, utilizada como exemplo, total no relatório"
14-27,2,6.850,14.775,Compilado de Rotinas da Brisa.docx,documentacao,,"utilizados pelo setor, seleção do tipo, menu de manifesto"
14-28,2,6.904,14.809,Compilado de Rotinas da Brisa.docx,documentacao,,"servidor obj, via dispositivo móvel, treinamento de mdf-e"
14-29,2,6.857,14.810,Compilado de Rotinas da Brisa.docx,documentacao,,"cálculo de bônus, pastas do servidor, marca no tumblr"
14-30,2,6.882,14.818,Compilado de Rotinas da Brisa.docx,documentacao,,"lote de entrega, parametrizar as pastas, executivoos documentos registram"
14-31,2,6.896,14.794,Compilado de Rotinas da Brisa.docx,documentacao,,"lote de entrega, pedidos firmes, transferindo a quantidade"
14-32,2,6.915,14.816,Compilado de Rotinas da Brisa.docx,documentacao,,"revisão o operador, realizar um alinhamento, realiza a liberação"
14-33,2,6.885,14.807,Compilado de Rotinas da Brisa.docx,documentacao,,"lote de entrega, realizar um alinhamento, luciana"
14-34,2,6.915,14.776,Compilado de Rotinas da Brisa.docx,documentacao,,"virada de sistema, sku para lote, início do apontamento"
14-35,2,6.913,14.803,Compilado de Rotinas da Brisa.docx,documentacao,,"ponta a ponta, lotes na geração, físico de rolos"
14-36,2,6.868,14.787,Compilado de Rotinas da Brisa.docx,documentacao,,"Nota Fiscal de Saída (FATU2) — emissão da nota, síncronas para assíncronas, rolos de tecido"
14-37,46,6.771,14.697,Compilado de Rotinas da Brisa.docx,documentacao,,"estoque via, packing list, distribuição faturamento manifesto"
14-38,2,6.903,14.783,Compilado de Rotinas da Brisa.docx,documentacao,,"síncronas para assíncronas, motoristas e frotas, instrução de corte"
14-39,2,6.899,14.786,Compilado de Rotinas da Brisa.docx,documentacao,,"Nota Fiscal de Saída (FATU2) — números de lotes, layout do painel, final da nota"
14-40,2,6.888,14.792,Compilado de Rotinas da Brisa.docx,documentacao,,"cálculo de bônus, marca no tumblr, insira novos pedidos"
14-41,2,6.898,14.788,Compilado de Rotinas da Brisa.docx,documentacao,,"sku lote, icms ipi pis, fiscal o sistema"
14-42,2,6.909,14.764,Compilado de Rotinas da Brisa.docx,documentacao,,"validação do fluxo, treinamento técnico operacional, rolos de tecido"
14-43,2,6.914,14.791,Compilado de Rotinas da Brisa.docx,documentacao,,"instrução de embarque, sob a fórmula, percentual do parâmetro"
14-44,-1,6.745,14.667,Compilado de Rotinas da Brisa.docx,documentacao,,"expedição acessa, via rotina exit, utilizando o tipo"
14-45,2,6.913,14.779,Compilado de Rotinas da Brisa.docx,documentacao,,"gera e imprime, restringir o acesso, pallets por transportadora"
14-46,2,6.913,14.780,Compilado de Rotinas da Brisa.docx,documentacao,,"instruções de embarque, permitir o estorno, layout do painel"
14-47,2,6.924,14.771,Compilado de Rotinas da Brisa.docx,documentacao,,"web de fracionamento, registra uma validação, parte da equipe"
14-48,2,6.891,14.791,Compilado de Rotinas da Brisa.docx,documentacao,,"aptos a faturar, sku e lote, seleção para faturamento"
14-49,2,6.891,14.777,Compilado de Rotinas da Brisa.docx,documentacao,,"parâmetros em utilização, relatórios pedidos aptos, painel apontamentos"
14-50,2,6.912,14.763,Compilado de Rotinas da Brisa.docx,documentacao,,"infinity appliques, pedidos aptos, validação do fluxo"
14-51,2,6.887,14.764,Compilado de Rotinas da Brisa.docx,documentacao,,"parâmetros no painel, transportadoras luiza barcelos, sku e lote"
15-0,-1,4.211,13.078,ENGENHARIA REVERSA.docx,documentacao,,ADMI102 — ENGENHARIA REVERSA
16-0,9,6.143,13.309,Manual Frete (2).docx,documentacao,,Tela 31 (ADMI104) — Passado a passo de como utilizar a rotina de Fretes PASTAS
16-1,9,6.177,13.334,Manual Frete (2).docx,documentacao,,Arquivo em Hyperlink abaixo
16-2,9,6.039,13.282,Manual Frete (2).docx,documentacao,,"ADMI102 — conhecimento xml, sistema irá, tabela pela lógica"
16-3,9,5.989,13.255,Manual Frete (2).docx,documentacao,,"ADMI103 — fórmula de cálculo, tabela pela lógica, marcado é inserido"
17-0,-1,5.688,13.357,edi_doccob_3.0.pdf,documentacao,,DOCCOB 3.0 – DOCUMENTO DE COBRANÇA
17-1,5,4.799,13.617,edi_doccob_3.0.pdf,documentacao,,"cobrança de conhecimento, identificação da caixa, posição status notas"
17-2,5,4.769,13.620,edi_doccob_3.0.pdf,documentacao,,"documento de cobrança, posição status notas, preencher com brancos"
17-3,5,4.758,13.623,edi_doccob_3.0.pdf,documentacao,,"pontos e hífen, cobrança de conhecimento, posição status notas"
18-0,80,2.405,6.195,edi_conemb_3.0.pdf,documentacao,,Página: 1 PROJETO EDI TRANSPORTE
18-1,-1,5.511,13.330,edi_conemb_3.0.pdf,documentacao,,"número de casas, tamanho total, layout da mensagem"
18-2,6,0.822,5.040,edi_conemb_3.0.pdf,documentacao,,"identificação do remetente, gerador para armazenar, base de dados"
18-3,6,0.761,4.953,edi_conemb_3.0.pdf,documentacao,,"gerador para armazenar, identificação da caixa, dados do sistema"
18-4,-1,2.642,6.166,edi_conemb_3.0.pdf,documentacao,,"uso da aplicação, ddmmaa, hhmm"
18-5,-1,2.546,6.092,edi_conemb_3.0.pdf,documentacao,,"identificação do intercâmbio, constante conhecimento, hora minuto"
18-6,5,4.798,13.620,edi_conemb_3.0.pdf,documentacao,,"posição status notas, preencher com brancos, conhecimentos embarcados preenchimento"
18-7,5,4.763,13.622,edi_conemb_3.0.pdf,documentacao,,"série da nota, conhecimentos embarcados tamanho, preencher apenas"
19-0,-1,2.506,13.191,Documentação Desenvolvimento.pdf,documentacao,,Como Fazemos Padrões de nomenclatura
19-1,-1,2.337,13.085,Documentação Desenvolvimento.pdf,documentacao,,"ADMI100 — tabela estoque futuro, debug, objeto"
19-2,-1,4.052,12.712,Documentação Desenvolvimento.pdf,documentacao,,ADMI68 — Como Fazemos 9
20-0,-1,5.596,13.311,importacao_edi_notfis.pdf,documentacao,,1 http://www.visualset.com.br/ PROJETO EDI TRANSPORTE
20-1,5,4.782,13.615,importacao_edi_notfis.pdf,documentacao,,NOTFIS - DADOS DE NOTAS FISCAIS (VERSÃO 1.0) PREENCHIMENTO: MANDATÓRIO
20-2,5,4.736,13.611,importacao_edi_notfis.pdf,documentacao,,NOTFIS - DADOS DE NOTAS FISCAIS (VERSÃO 1.0) PREENCHIMENTO: MANDATÓRIO
20-3,5,4.749,13.618,importacao_edi_notfis.pdf,documentacao,,NOTFIS - DADOS DE NOTAS FISCAIS (VERSÃO 1.0) PREENCHIMENTO: MANDATÓRIO
20-4,5,4.740,13.612,importacao_edi_notfis.pdf,documentacao,,NOTFIS - DADOS DE NOTAS FISCAIS (VERSÃO 1.0) PREENCHIMENTO: MANDATÓRIO
20-5,5,4.779,13.616,importacao_edi_notfis.pdf,documentacao,,NOTFIS - DADOS DE NOTAS FISCAIS (VERSÃO 1.0) PREENCHIMENTO: CONDICIONAL
20-6,5,4.749,13.618,importacao_edi_notfis.pdf,documentacao,,NOTFIS - DADOS DE NOTAS FISCAIS (VERSÃO 1.0) PREENCHIMENTO: CONDICIONAL
20-7,5,4.740,13.623,importacao_edi_notfis.pdf,documentacao,,FILLER A 6 235 C PREENCHER COM BRANCOS
21-0,4,5.385,11.601,Documentacao_Kunden_PDV.pdf,documentacao,,Usuários (ADMI1) — Kunden PDV 1 Configurações Gerais
21-1,4,5.353,11.591,Documentacao_Kunden_PDV.pdf,documentacao,,"Gravar ID da Regra de Tributação Especial (ADMI66) — operações de baixa, caixa banco, pdv"
21-2,4,5.347,11.612,Documentacao_Kunden_PDV.pdf,documentacao,,"Venda (EPRO61) — produtos para balança, geração da nota, pdv"
21-3,4,5.355,11.583,Documentacao_Kunden_PDV.pdf,documentacao,,"EPRO1 — campos: Cód, QTD, QTD (ex, FORMA DE PAGAMENTO"
22-0,-1,3.179,13.879,S-3000.pdf,documentacao,,Envio do evento S-3000
23-0,-1,3.462,13.286,RHUM9.pdf,documentacao,RHUM,RHUM9 — RHUM9 1 1. Erro
24-0,-1,3.204,13.820,S-2240.pdf,documentacao,,FPAG186 — Erros S-2240 Esocial 1 1. Erro
25-0,-1,3.255,13.572,REAJUSTE SALARIO PARA TODOS FUNCIONARIOS.pdf,documentacao,,FPAG93 — REAJUSTE SALARIO PARA TODOS FUNCIONARIOS
26-0,-1,1.970,9.477,Cadastro de Jornada de Trabalho.pdf,documentacao,,RHUM8 — Cadastro de Jornada de Trabalho
27-0,-1,3.338,13.541,Calculo de Rescisões Complementares.pdf,documentacao,,FPAG23 — Calculo de Rescisões Complementares
28-0,-1,3.946,9.655,cBenef.pdf,documentacao,,"Gravar ID da Regra de Tributação Especial (ADMI66) — beneficio fiscal, cbenef, regra de tributação"
28-1,-1,4.095,10.928,cBenef.pdf,documentacao,,LFIS23 — Emitindo NFe com cBenef
29-0,-1,3.472,13.385,COMO CADASTRAR UM CARGO.pdf,documentacao,,FPAG8 — COMO CADASTRAR UM CARGO
30-0,57,5.863,13.399,Consulta e Configuração de VT.pdf,documentacao,,FPAG1 — Consulta e Configuração de VT
31-0,-1,3.203,13.758,Envio do S-1010.pdf,documentacao,,"FPAG137 — campos: Operação, Ind, Enviar"
32-0,-1,1.729,12.184,IMPORTAÇÃO DE LANÇAMENTOS CONTABEIS.pdf,documentacao,,CONT12 — IMPORTAÇÃO DE LANÇAMENTOS CONTÁBEIS
33-0,-1,4.094,10.481,IMPORTACAO_FATU124.pdf,documentacao,,Pedido de Compras (COMP3) — RECEBIMENTO DE PEDIDOS DE COMPRA ATRAVÉS DO FATU124
34-0,-1,2.022,9.403,INFORMADO CENTRO DE TRABALHO ERRADO PARA ADMISSAO DE FUNCIONARIO.pdf,documentacao,,FPAG19 — INFORMADO CENTRO DE TRABALHO ERRADO PARA ADMISSAO DE FUNCIONARIO
35-0,121,-1.268,8.681,Instruções iVendre Android - Frigolaste.pdf,documentacao,,"Cadastro de Usuários (ADMI260) — usuário e senha, cima do arquivo, acesso ao ivendre"
36-0,-1,-0.169,13.831,JORNADA DE TRABALHO.pdf,documentacao,,RHUM11 — Jornada de Trabalho
37-0,121,-1.396,8.966,Manual iVendre - Criar usuário - Terra & Água.pdf,documentacao,,Cadastro de Usuários (ADMI260) — Manual iVendre - Criar usuário - Terra & Água
39-0,95,2.362,9.080,Manual para Integração Arezzo.pdf,documentacao,,"ADMI122 — algum log, pedidos arezzo, produto na empresa"
40-0,-1,-0.759,9.735,PEDIDO DE VENDA - PEDI1.pdf,documentacao,PEDI,Pedido de Venda (PEDI1) — PEDIDO DE VENDA - PEDI1
41-0,-1,1.261,12.138,23316_Control de Lote_Flujo de Producción hasta picking para embarque.docx,documentacao,,ADMI145 — Control de Lote_Flujo de Producción hasta picking para embarque
42-0,-1,1.129,13.151,Agendador de tarefas - ADMI63.docx,documentacao,ADMI,Agendador de Tarefas (ADMI63) — ROTINA: Administração
43-0,113,0.622,14.600,Back-Flush materiais.docx,documentacao,,"produção da ordem, produto nas quantidades, back-flush de baixa"
43-1,114,0.439,14.454,Back-Flush materiais.docx,documentacao,,"Componente (EPRO14) — back-flush dos materiais, apresentadas as seguintes, recurso do apontamento"
44-0,135,2.934,11.301,Beneficiamento com nota triangular.docx,documentacao,,"Consulta Estoque Produto (ESTO7) — rotina beneficiamento recebendo, material para beneficiar, situação do estoque"
44-1,72,3.719,5.411,Beneficiamento com nota triangular.docx,documentacao,,"Aqui, mais um exemplo de Estoque em Depósito, advindo de um rece"
44-2,-1,2.918,11.202,Beneficiamento com nota triangular.docx,documentacao,,"Programas (ADMI6) — recebimento de nota, utilizado o material, retorno e faturamento"
45-0,-1,1.684,11.807,Bloco K Simplificado.docx,documentacao,,"Contábil Fiscal (EPRO57) — vinculadas aos produtos, saldos de terceiros, encerramento dos estoques"
46-0,63,2.642,7.451,Como alterar o representante do cliente.docx,documentacao,,"Alteração de Clientes (ADMI232) — clientes que deseja, mostrar o passo, representantes serão"
47-0,107,1.432,13.900,Configuração Apont. WEB.docx,documentacao,,"Usuários (ADMI1) — valida caracteres minúsculos, usuário modelo coletor, realize o apontamento"
47-1,80,2.977,6.541,Configuração Apont. WEB.docx,documentacao,,"volta à página, continuar a nova, apontamento de algum"
48-0,79,4.099,12.560,Configuração de Email - ADMI265.docx,documentacao,ADMI,"ADMI265 — conta de e-mail, diretorio padrao, texto padrão"
49-0,8,-2.932,12.660,CONFIGURAÇÕES BLOCO K.docx,documentacao,,Localização (ADMI44) — CONFIGURAÇÕES BLOCO K Parâmetro Geral 50148
51-0,-1,3.662,10.574,Documentação GTIN.docx,documentacao,,"ADMI125 — nota de faturamento, informações do produto, separação dos produtos"
52-0,-1,3.196,13.832,Documento Padrão erros Esocial.docx,documentacao,,"FPAG186 — agente nocivo, vinculado ao funcionário, enquadramento do esocial"
53-0,-1,2.219,13.959,Estrutura de Produto.docx,documentacao,,ESTRUTURA DE PRODUTO
53-1,43,-1.812,12.159,Estrutura de Produto.docx,documentacao,,"produto material, marca coleção modelo, dados serão utilizados"
53-2,-1,2.238,13.938,Estrutura de Produto.docx,documentacao,,"utilizado para indicar, imprimir material, variação de grade"
53-3,-1,2.188,13.981,Estrutura de Produto.docx,documentacao,,"utilizado para dizer, lote máximo cálculo, quantidade máxima"
53-4,-1,2.161,13.963,Estrutura de Produto.docx,documentacao,,"utilizado para dizer, contábil fiscal, próximo do vencimento"
53-5,-1,2.206,13.838,Estrutura de Produto.docx,documentacao,,"plano produção data, maior ou menor, amostragem visual"
53-6,-1,2.250,14.140,Estrutura de Produto.docx,documentacao,,"indicar quantidade, prazo mínimo, controle cotas"
54-0,57,2.315,14.692,FPV_Desenvolvimentos a partir do patch 191 - Funcionalidades novas.docx,documentacao,,Administração Cadastros Parâmetros (ADMI8) — FPV_ Desenvolvimentos a partir do patch 191 – Funcionalidades novas
54-1,-1,2.229,15.037,FPV_Desenvolvimentos a partir do patch 191 - Funcionalidades novas.docx,documentacao,,"Markup (FVEN3) — vincular as ddvs, usado na argentina, prazo e margem"
54-2,-1,2.388,14.854,FPV_Desenvolvimentos a partir do patch 191 - Funcionalidades novas.docx,documentacao,,EPRO21 — FVEN9 Solicitado pela Pegada
54-3,72,3.643,5.392,FPV_Desenvolvimentos a partir do patch 191 - Funcionalidades novas.docx,documentacao,,"Grupo de Tarifa pelo programa Tarifas FPV (FVEN10) — utiliza as taifas, usar a nova, vend"
54-4,57,2.347,14.875,FPV_Desenvolvimentos a partir do patch 191 - Funcionalidades novas.docx,documentacao,,"ADMI36 — tarifa será usado, venda daqui coluna, subdivisões de cod"
54-5,57,2.310,14.827,FPV_Desenvolvimentos a partir do patch 191 - Funcionalidades novas.docx,documentacao,,Configurador de Produto (EPRO28) — Programa EPRO28 para fazer a aprovação para calculo de Custos
54-6,57,2.368,14.851,FPV_Desenvolvimentos a partir do patch 191 - Funcionalidades novas.docx,documentacao,,"Configurador de Produto (EPRO28) — Calculo, FVEN5"
56-0,121,-1.537,9.082,iVendre iOS Documentação.docx,documentacao,,"Pedido de Venda (PEDI1) — imagens fotos, produtos no ipad, produto em ficha"
56-1,121,-1.574,9.004,iVendre iOS Documentação.docx,documentacao,,Administração Cadastros Parâmetros (ADMI8) — C:\Web\ KundenAPI \API\public\images\produtos
56-2,121,-1.509,8.999,iVendre iOS Documentação.docx,documentacao,,ADICIONAR IMAGENS / FOTOS AOS PRODUTOS NA CARRANO (HENRICH)
56-3,121,-1.505,8.980,iVendre iOS Documentação.docx,documentacao,,"categoria de pedidos, aparece no ipad, painel do ivendre"
57-0,-1,3.219,6.100,Manual Condição de Pagamento.docx,documentacao,,Condições de Pagamento (ADMI19) — Manual Condição de Pagamento ( ADMI19 )
59-0,80,2.570,6.665,Importação de Notas Cake.docx,documentacao,,Instrução de Funcionamento
60-0,72,3.947,5.203,MANUAL_NOVO_MONITOR.docx,documentacao,,KUNDEN SYSTEMS MANUAL DE ORIENTAÇÃO Alterações NFE 4.0
60-1,-1,3.726,6.776,MANUAL_NOVO_MONITOR.docx,documentacao,,"ADMI122 — deverão ser realizadas, configurações de serviços, documentos fiscais eletrônicos"
60-2,-1,4.007,12.356,MANUAL_NOVO_MONITOR.docx,documentacao,ADMI,"Administração Cadastros Parâmetros (ADMI8) — utilização do monitor, unidades de negócio, administração cadastros parâmetros"
60-3,24,4.341,11.961,MANUAL_NOVO_MONITOR.docx,documentacao,ADMI,"ADMI122 — nfs-e md-e mdf-e, monitor protocolos result, leitura de arquivos"
60-4,-1,4.190,10.881,MANUAL_NOVO_MONITOR.docx,documentacao,FATU,"FATU146 — gravação e leitura, documento fiscal eletrônico, senha de acesso"
60-5,-1,4.163,10.841,MANUAL_NOVO_MONITOR.docx,documentacao,FATU,"FATU146 — notas fiscais eletrônicas, produtos na impressão, pasta onde serão"
60-6,-1,4.201,10.772,MANUAL_NOVO_MONITOR.docx,documentacao,FATU,"FATU146 — validade do certificado, serviços de df-e, xml que serão"
61-0,-1,3.191,13.781,MODULO E-SOCIAL.docx,documentacao,,"FPAG137 — campos: Operação, Ind, Enviar, E"
61-1,-1,3.203,13.890,MODULO E-SOCIAL.docx,documentacao,,"realizar a exclusão, eventos periódicos, envio do evento"
62-0,-1,-0.372,10.061,Passo a Passo API Labelli 1.docx,documentacao,,ADMI122 — Objetivo Acesso Solicitações Detalhamento das Solicitações
62-1,-1,0.015,9.979,Passo a Passo API Labelli 1.docx,documentacao,,"Pessoas Físicas/Jurídicas (ADMI34) — interface api, excluida da tabela, ele não reimporta"
62-2,-1,0.600,9.986,Passo a Passo API Labelli 1.docx,documentacao,,"Condições de Pagamento (ADMI19) — saldo na localização, categoria de entrega, tabela api controle"
63-0,-1,-0.551,11.577,Pedido de Compra – COMP3 - 160419.docx,documentacao,COMP,Pedido de Compras (COMP3) — Pedido de Compra – COMP 3 Rotina
64-0,-1,-0.415,13.580,Planejamento – MPSP2.docx,documentacao,MPSP,Planejamento (MPSP2) — PLANEJAMENTO – MPSP2 Rotina
65-0,-1,-0.587,11.677,Plano de Necessidade de Compras – COMP13 160419.docx,documentacao,COMP,Plano de Necessidades de Compras (COMP13) — Plano de Necessidade de Compras – COMP13 Rotina
66-0,139,-1.557,13.733,Plano de Produção – MPSP5.docx,documentacao,MPSP,Plano de Produção (MPSP5) — PLANO DE PRODUÇÃO – MPSP5 Rotina
67-0,-1,4.049,12.627,Programas - ADMI6.docx,documentacao,ADMI,"Programas (ADMI6) — nível da árvore, xxxxxxxxxxxxxxxxxxxxxxxxxxxxx, parâmetros inicialização"
68-0,45,3.959,11.731,Projeto Controle de Embarque.docx,documentacao,,Nota Fiscal de Saída (FATU2) — Rotina do Controle de Embarque
68-1,45,3.938,11.783,Projeto Controle de Embarque.docx,documentacao,,"Pessoas Físicas/Jurídicas (ADMI34) — criação do controle, for digitado, usuário estiver criando"
68-2,45,3.927,11.763,Projeto Controle de Embarque.docx,documentacao,,"controle de embarque, placa do veículo, usuário estiver criando"
68-3,45,3.947,11.761,Projeto Controle de Embarque.docx,documentacao,,"chave da nota, controle de embarque, saldo que falta"
68-4,45,3.935,11.755,Projeto Controle de Embarque.docx,documentacao,,Campos de informação da nota
68-5,45,3.844,11.756,Projeto Controle de Embarque.docx,documentacao,,"Emissão Rotulos Nota Fiscal (FATU107) — apontados pelo usuário, somente os rótulos, quantidade do rótulo"
68-6,45,3.870,11.780,Projeto Controle de Embarque.docx,documentacao,,FATU92 — Campos do apontamento de rótulos
