from_chunk,to_chunk,similarity,relation,shared_programs,from_cluster,to_cluster,from_title,to_title
1-1,905-2,0.631,other_document,,14,-1,"tomadas de decisão, gestão da produção, dados em tempo","Calidades para las Pieles Boa tarde Pessoal,"
1-1,150-0,0.630,other_document,,14,70,"tomadas de decisão, gestão da produção, dados em tempo",Componente (EPRO14) — Wellour_detalhes de configurações e cadastros utilizados especificamente
1-1,14-51,0.628,other_document,,14,7,"tomadas de decisão, gestão da produção, dados em tempo","parâmetros no painel, transportadoras luiza barcelos, sku e lote"
2-0,161-2,0.730,other_document,,-1,-1,"Materiais e Controle de Ordem de Fabricação (ESTO112) — nfs de entrada, quantidade secundária, peso dos animais",ESTO119 — Rastreabilidade Frigorífico
2-0,2-1,0.721,same_topic,,-1,66,"Materiais e Controle de Ordem de Fabricação (ESTO112) — nfs de entrada, quantidade secundária, peso dos animais","CPRO4 — Com isso, houve uma requisição gerada no estoque dos lotes das NFs"
2-0,512-0,0.714,other_document,,-1,-1,"Materiais e Controle de Ordem de Fabricação (ESTO112) — nfs de entrada, quantidade secundária, peso dos animais","Prima Couro / Fornecedor (CFAB101) — numero da nota, média de entrada, gera o relatório"
2-0,484-0,0.703,other_document,,-1,-1,"Materiais e Controle de Ordem de Fabricação (ESTO112) — nfs de entrada, quantidade secundária, peso dos animais","Notas Fiscais de Entrada (FATU3) — peso dos animais, efetuado o abastecimento, fluxo completo"
2-0,159-10,0.698,other_document,,-1,128,"Materiais e Controle de Ordem de Fabricação (ESTO112) — nfs de entrada, quantidade secundária, peso dos animais","ADMI125 — Processo posterior, tendo o cliente “vendido” o produto"
2-1,952-2,0.741,other_document,,66,66,"CPRO4 — Com isso, houve uma requisição gerada no estoque dos lotes das NFs",Isso porque no cadastro destes produtos tem uma faixa
2-1,496-12,0.730,other_document,,66,66,"CPRO4 — Com isso, houve uma requisição gerada no estoque dos lotes das NFs","mostrar no painel, gerar duas etiquetas, suínos abatidos"
2-1,512-0,0.724,other_document,,66,-1,"CPRO4 — Com isso, houve uma requisição gerada no estoque dos lotes das NFs","Prima Couro / Fornecedor (CFAB101) — numero da nota, média de entrada, gera o relatório"
2-1,2-0,0.721,same_topic,,66,-1,"CPRO4 — Com isso, houve uma requisição gerada no estoque dos lotes das NFs","Materiais e Controle de Ordem de Fabricação (ESTO112) — nfs de entrada, quantidade secundária, peso dos animais"
2-1,517-0,0.712,other_document,,66,66,"CPRO4 — Com isso, houve uma requisição gerada no estoque dos lotes das NFs","Programas (ADMI6) — compra de animais, abate, roberto frig senha"
2-2,515-3,0.743,other_document,RECE50,5,5,"Frigorífico (RECE50) — base no percentual, peso vivo, evento de cep","Configuração de Eventos (CPRO22) + Laudos Padrões (CPRO23) — campos: Laudo e Item Laudo, Item, Rodapé"
2-2,517-1,0.718,other_document,,5,5,"Frigorífico (RECE50) — base no percentual, peso vivo, evento de cep","Indcadores (CPRO1) — Agora, para atender rotinas de Condenas, para CEP, laudos e Contranota"
2-2,2-3,0.685,same_topic,RECE50,5,5,"Frigorífico (RECE50) — base no percentual, peso vivo, evento de cep","Prima Couro / Fornecedor (CFAB101) — contra nota, itens são exibidos, relatório de análise"
2-2,485-16,0.667,other_document,RECE50,5,5,"Frigorífico (RECE50) — base no percentual, peso vivo, evento de cep",Frigorífico (RECE50) — Ajustar cálculo de quebra do abate desconsiderando o peso de suíno morto do peso vivo
2-2,485-13,0.656,other_document,RECE50,5,5,"Frigorífico (RECE50) — base no percentual, peso vivo, evento de cep",Frigorífico (RECE50) — GERA CONTRA NOTA FISCAL DE ENTRADA - FRIGORÍFICO - REFAZER O CÁLCULO COM BASE NO…
2-3,515-3,0.788,other_document,CPRO24 CPRO27 RECE50,5,5,"Prima Couro / Fornecedor (CFAB101) — contra nota, itens são exibidos, relatório de análise","Configuração de Eventos (CPRO22) + Laudos Padrões (CPRO23) — campos: Laudo e Item Laudo, Item, Rodapé"
2-3,485-2,0.745,other_document,RECE50,5,5,"Prima Couro / Fornecedor (CFAB101) — contra nota, itens são exibidos, relatório de análise","Frigorífico (RECE50) — suíno carcaça, produtor rural, contra nota"
2-3,485-10,0.738,other_document,RECE50,5,5,"Prima Couro / Fornecedor (CFAB101) — contra nota, itens são exibidos, relatório de análise","Frigorífico (RECE50) — NOVO RELATÓRIO QUE GERE A DIFERENÇA DA NF LANÇADA PELA COOPERATIVA, COM A PESAGEM/ABATE…"
2-3,506-1,0.732,other_document,RECE50,5,5,"Prima Couro / Fornecedor (CFAB101) — contra nota, itens são exibidos, relatório de análise",Frigorífico (RECE50) — GERA CONTRA NOTA FISCAL DE ENTRADA - FRIGORÍFICO - USAR VALOR PELO PESO DO ABATE Rotina
2-3,485-0,0.730,other_document,RECE50,5,5,"Prima Couro / Fornecedor (CFAB101) — contra nota, itens são exibidos, relatório de análise","Frigorífico (RECE50) — serem demonstrados, contra nota fiscal, entrada frigorífico"
2-4,170-73,0.715,other_document,,-1,135,"filtrado o plano, gera uma etiqueta, apontamento de embalagem",Plano de Produção (MPSP5) — Plano Produção
2-4,170-74,0.712,other_document,,-1,112,"filtrado o plano, gera uma etiqueta, apontamento de embalagem","Plano de Produção (MPSP5) — PARA PLANES DE PRODUCCIÓN CON LA CONFIGURACIÓN DE ""FECHA BASE"", A PARTIR DE ENCONTRAR EN…"
2-4,2-10,0.710,same_document,,-1,46,"filtrado o plano, gera uma etiqueta, apontamento de embalagem","necessidade de ler, passar no painel, lote a lote"
2-4,89-11,0.702,other_document,,-1,114,"filtrado o plano, gera uma etiqueta, apontamento de embalagem",APONTAMENTO DE OF: DESENVOLVER ROTINA PARA EFETUAR ENTRADA DE MAIS DE UM PRODUTO PRONTO…
2-4,13-0,0.701,other_document,,-1,89,"filtrado o plano, gera uma etiqueta, apontamento de embalagem",Consulta Ordem de Fabricação (CFAB2) — Criado um LE: Liberado pelo MPSP20
2-5,487-103,0.750,other_document,,131,131,Liberação Pedidos Faturamento por Rota (FATU153) — Ivendre Android,"Pedido de Venda (PEDI1) — Marcio 160326, em avaliação do RA 260316019"
2-5,487-95,0.736,other_document,,131,131,Liberação Pedidos Faturamento por Rota (FATU153) — Ivendre Android,Usuários (ADMI1) — Necessário criar um parâmetro geral que atenda por empresa e valide somente o iVendre
2-5,487-87,0.727,other_document,,131,131,Liberação Pedidos Faturamento por Rota (FATU153) — Ivendre Android,IVENDRE - APP ANDROID - APLICAÇÃO ESTÁ DEIXANDO ENVIAR PEDIDOS A BASE MESMO QUANDO NÃO HÁ
2-5,487-21,0.725,other_document,,131,131,Liberação Pedidos Faturamento por Rota (FATU153) — Ivendre Android,"campos: Qtd, Data Fabricação, Lote Múltiplo Vendas"
2-5,487-86,0.725,other_document,,131,131,Liberação Pedidos Faturamento por Rota (FATU153) — Ivendre Android,IVENDRE - APP ANDROID - NÃO CONCLUI ENVIO DE PEDIDOS Rotina Ivendre Ivendre - Android…
2-6,502-1,0.686,other_document,,126,-1,"Liberação Pedidos Faturamento por Rota (FATU153) — novamente a mensagem, média das peças, controle de expedição","FATU163 — faturamento por rota, web painel expedição, transferir os lotes"
2-6,258-4,0.677,other_document,,126,126,"Liberação Pedidos Faturamento por Rota (FATU153) — novamente a mensagem, média das peças, controle de expedição",Liberação Pedidos Faturamento (PEDI44) — LIBERAÇÃO PEDIDOS FATURAMENTO - AJUSTE NA NFE DOS VALORES (PESO/VOLUMES) QUANDO FATURA…
2-6,257-25,0.677,other_document,,126,126,"Liberação Pedidos Faturamento por Rota (FATU153) — novamente a mensagem, média das peças, controle de expedição",Liberação Pedidos Faturamento (PEDI4) — LIBERAÇÃO PEDIDOS FATURAMENTO - AJUSTE NA NFE DOS VALORES (PESO/VOLUMES) QUANDO FATURA…
2-6,489-28,0.672,other_document,FATU153,126,98,"Liberação Pedidos Faturamento por Rota (FATU153) — novamente a mensagem, média das peças, controle de expedição",Liberação Pedidos Faturamento por Rota (FATU153) — BLOQUEAR FATURAMENTO DE ITENS RESERVADOS EM ESTABELECIMENTO DIFERENTE DO QUE O PARÂMETRO…
2-6,928-1,0.667,other_document,FATU153,126,22,"Liberação Pedidos Faturamento por Rota (FATU153) — novamente a mensagem, média das peças, controle de expedição","Liberação Pedidos Faturamento por Rota (FATU153) — No entanto, foi identificado que, na aba Relatório, o campo está sendo carregado"
2-7,482-0,0.755,other_document,,-1,-1,Pedidos de pronta entrega,"Consulta Estoque Produto (ESTO7) — reservas de produtos, deseja trocar, alguma necessidade"
2-7,573-47,0.736,other_document,,-1,100,Pedidos de pronta entrega,"Pedido de Venda (PEDI1) — Tratar o controle de Lote (para produtos configurados com ""Controle de Lote""), para…"
2-7,497-14,0.734,other_document,,-1,46,Pedidos de pronta entrega,"Consulta Local de Armazenagem (ESTO97) — painel de embarque, fiz o faturamento, questão dos lotes"
2-7,490-2,0.729,other_document,,-1,-1,Pedidos de pronta entrega,"ADMI90 — rota de transporte, liberação para faturamento, colocar no patch"
2-7,502-1,0.715,other_document,,-1,-1,Pedidos de pronta entrega,"FATU163 — faturamento por rota, web painel expedição, transferir os lotes"
2-8,500-0,0.673,other_document,,100,-1,"possui peso padrão, somando a quantidade, bacon","Consulta Ordem de Fabricação (CFAB2) — gera a etiqueta, tolerância do peso, sistema já sugere"
2-8,487-47,0.657,other_document,,100,100,"possui peso padrão, somando a quantidade, bacon",Pedido de Venda (PEDI1) — Problemas de Reservas nos pedidos iVendre Bom dia
2-8,487-2,0.654,other_document,,100,100,"possui peso padrão, somando a quantidade, bacon","Estruturação de Produto (EPRO15) — verifica na estruturação, lotes mais antigos, atender à entrega"
2-8,565-5,0.626,other_document,,100,-1,"possui peso padrão, somando a quantidade, bacon","Instrução de Embarque (PEDI24) — disponível no estoque, instrução de embarque, entrega do tipo"
2-8,2-9,0.623,same_document,,100,38,"possui peso padrão, somando a quantidade, bacon","estava reservado, cria os lotes, produtos de revenda"
2-9,503-0,0.798,other_document,,38,38,"estava reservado, cria os lotes, produtos de revenda",ROTINA NOVA - PRODUTOS DE REVENDA – FRIGORIFICOS Rotina
2-9,487-93,0.786,other_document,,38,38,"estava reservado, cria os lotes, produtos de revenda","Nota Fiscal de Saída (FATU2) — painel de fracionamento, ocorreu devido, portanto não existe"
2-9,487-84,0.775,other_document,,38,38,"estava reservado, cria os lotes, produtos de revenda",ROTINA NOVA - PRODUTOS DE REVENDA – FRIGORIFICOS Rotina
2-9,503-2,0.753,other_document,,38,38,"estava reservado, cria os lotes, produtos de revenda","Consulta Estoque Produto (ESTO7) — lote original, novos lotes, registrado no estoque"
2-9,503-7,0.746,other_document,,38,38,"estava reservado, cria os lotes, produtos de revenda","Consulta Estoque Produto (ESTO7) — somado a qtde, saldo do lote, ficou o estoque"
2-10,497-10,0.773,other_document,,46,46,"necessidade de ler, passar no painel, lote a lote","locais de armazenagem, funcionalidades do painel, cadastro prévio"
2-10,906-0,0.746,other_document,,46,46,"necessidade de ler, passar no painel, lote a lote",Criar novo Painel de Armazenagem Rotina
2-10,497-2,0.719,other_document,,46,46,"necessidade de ler, passar no painel, lote a lote","Segmentação de Código (ADMI30) + Locais de Armazenagem (EPRO26) — campos: Novo Local de Armazenagem, Local de Armazenagem, Local de Armazenamento…"
2-10,469-0,0.715,other_document,,46,45,"necessidade de ler, passar no painel, lote a lote","Locais de Armazenagem (EPRO26) — locais de armazenagem, numero do lote, vinculação inclusão inserção"
2-10,2-4,0.710,same_document,,46,-1,"necessidade de ler, passar no painel, lote a lote","filtrado o plano, gera uma etiqueta, apontamento de embalagem"
2-11,507-14,0.661,other_document,,136,136,"Liberação Pedidos Faturamento por Rota (FATU153) — controla o estoque, temos uma rotina, venda destes produtos",Planejamento de Vendas Frigorifico (VEND122) — VEND122 - Passar a tratar planejamento com base no Centro de Distribuição para pedidos…
2-11,211-67,0.656,other_document,FATU153,136,116,"Liberação Pedidos Faturamento por Rota (FATU153) — controla o estoque, temos uma rotina, venda destes produtos",Liberação Pedidos Faturamento por Rota (FATU153) — Situação Frigolaste em 140119
2-11,159-10,0.651,other_document,,136,128,"Liberação Pedidos Faturamento por Rota (FATU153) — controla o estoque, temos uma rotina, venda destes produtos","ADMI125 — Processo posterior, tendo o cliente “vendido” o produto"
2-11,507-6,0.650,other_document,,136,136,"Liberação Pedidos Faturamento por Rota (FATU153) — controla o estoque, temos uma rotina, venda destes produtos",Planejamento de Vendas Frigorifico (VEND122) — Rotina Vendas e distribuição Vendas Planejamento de Vendas
2-11,507-2,0.649,other_document,,136,136,"Liberação Pedidos Faturamento por Rota (FATU153) — controla o estoque, temos uma rotina, venda destes produtos",Planejamento de Vendas Frigorifico (VEND122) — PLANEJAMENTO DE VENDAS - CRIAR OPÇÃO DE FAZER PLANEJAMENTO DE VENDAS POR CENTRO DE…
2-12,151-22,0.680,other_document,,-1,-1,Estorno de NF Parâmetro 50138,"Materiais e Controle de Ordem de Fabricação (ESTO112) — mostrar no controle, resolver este problema, provável por causa"
2-12,212-115,0.664,other_document,,-1,-1,Estorno de NF Parâmetro 50138,"Nota Fiscal de Entrada (CEXC1024) — estoque os lotes, terceirização está ocorrendo, lançada sem vinculo"
2-12,211-67,0.664,other_document,,-1,116,Estorno de NF Parâmetro 50138,Liberação Pedidos Faturamento por Rota (FATU153) — Situação Frigolaste em 140119
2-12,951-5,0.655,other_document,,-1,22,Estorno de NF Parâmetro 50138,"Requisição Informada (ESTO4) — movimentando seu estoque, produto para realizar, lançamento na localização"
2-12,951-4,0.648,other_document,,-1,22,Estorno de NF Parâmetro 50138,Requisição Informada (ESTO4) — Login - User - KUNDEN Senha - ********* 3. Solicitações
3-0,9-0,0.788,other_document,ESTO23 FATU6 FATU94 PEDI44,128,128,Registro Controle Produção e Estoque (ESTO19) — TESTE CONSIGNAÇÃO,"Transferência entre Localização (ESTO23) — estoque na localização, transferir as qtdes, sequência é utilizado"
3-0,159-12,0.769,other_document,ESTO23 PEDI44,128,128,Registro Controle Produção e Estoque (ESTO19) — TESTE CONSIGNAÇÃO,Transferência entre Localização (ESTO23) — ERROS NA ROTINA DE REMESSA DE CONSIGNAÇÃO
3-0,923-4,0.760,other_document,,128,22,Registro Controle Produção e Estoque (ESTO19) — TESTE CONSIGNAÇÃO,"EPRO23 — produto sem rótulo, relatório é gerado, implantação de saldo"
3-0,929-6,0.743,other_document,,128,22,Registro Controle Produção e Estoque (ESTO19) — TESTE CONSIGNAÇÃO,"Gera Nota Fiscal T alão (FATU74) — validar rotulo estoque, utilizando os produtos, transferência não controle"
3-0,159-14,0.738,other_document,ESTO19 FATU6 PEDI44,128,128,Registro Controle Produção e Estoque (ESTO19) — TESTE CONSIGNAÇÃO,"Registro Controle Produção e Estoque (ESTO19) — efetua a efetiva, remessa oper, saldo no controle"
4-0,5-0,0.706,other_document,,-1,41,"CONT80 — nível de estoque, detalhado por documento, balancete","CONT40 — contabilizar, relatório do item, geração das tarifas"
4-0,177-4,0.701,other_document,,-1,-1,"CONT80 — nível de estoque, detalhado por documento, balancete","inventário do mês, lançamento da nfe, listar relatório"
4-0,219-2,0.692,other_document,,-1,-1,"CONT80 — nível de estoque, detalhado por documento, balancete",ESTO108 — (em Suprimentos/Estoques/Relatórios)
4-0,78-6,0.686,other_document,,-1,-1,"CONT80 — nível de estoque, detalhado por documento, balancete","produto contábil fiscal, recuperar, buscar a operação"
4-0,235-9,0.686,other_document,,-1,-1,"CONT80 — nível de estoque, detalhado por documento, balancete","atm nfs, entrada ao estoque, seguintes tabelas"
5-0,180-2,0.792,other_document,CONT59 CUST1 CUST20 CUST8,41,41,"CONT40 — contabilizar, relatório do item, geração das tarifas","CONT59 — gerar o custo, níveis de semi-acabados, efetuado os procedimentos"
5-0,178-0,0.762,other_document,,41,41,"CONT40 — contabilizar, relatório do item, geração das tarifas","inventário do mês, estabelecer as tarifas, custos no estoque"
5-0,6-1,0.757,other_document,CUST1 CUST8 ESTO77,41,41,"CONT40 — contabilizar, relatório do item, geração das tarifas","CONT12 — conciliação do custeio, ste, sistema irá atualizar"
5-0,177-2,0.751,other_document,,41,41,"CONT40 — contabilizar, relatório do item, geração das tarifas","custos no estoque, relatórios de custeio, final do mês"
5-0,6-0,0.736,other_document,CONT59 CUST1 CUST20,41,41,"CONT40 — contabilizar, relatório do item, geração das tarifas","CONT59 — geração das tarifas, centros de custo, ste"
6-0,6-1,0.805,same_topic,CUST1 CUST13,41,41,"CONT59 — geração das tarifas, centros de custo, ste","CONT12 — conciliação do custeio, ste, sistema irá atualizar"
6-0,178-0,0.764,other_document,,41,41,"CONT59 — geração das tarifas, centros de custo, ste","inventário do mês, estabelecer as tarifas, custos no estoque"
6-0,214-0,0.738,other_document,,41,41,"CONT59 — geração das tarifas, centros de custo, ste","plano de contas, contabilização do custeio, matérias primas"
6-0,5-0,0.736,other_document,CONT59 CUST1 CUST20,41,41,"CONT59 — geração das tarifas, centros de custo, ste","CONT40 — contabilizar, relatório do item, geração das tarifas"
6-0,121-35,0.730,other_document,,41,41,"CONT59 — geração das tarifas, centros de custo, ste","Relatório de Rendimento com Custo (CFAB85) — AGENDADOR DE TAREFAS: NECESSÁRIO CRIAR NOVA REGRA DE RECALCULO DE CUSTEIO, PARA EMPRESAS…"
6-1,6-0,0.805,same_topic,CUST1 CUST13,41,41,"CONT12 — conciliação do custeio, ste, sistema irá atualizar","CONT59 — geração das tarifas, centros de custo, ste"
6-1,178-0,0.801,other_document,,41,41,"CONT12 — conciliação do custeio, ste, sistema irá atualizar","inventário do mês, estabelecer as tarifas, custos no estoque"
6-1,177-2,0.779,other_document,,41,41,"CONT12 — conciliação do custeio, ste, sistema irá atualizar","custos no estoque, relatórios de custeio, final do mês"
6-1,177-23,0.761,other_document,,41,41,"CONT12 — conciliação do custeio, ste, sistema irá atualizar",Custeio Boa tarde!
6-1,5-0,0.757,other_document,CUST1 CUST8 ESTO77,41,41,"CONT12 — conciliação do custeio, ste, sistema irá atualizar","CONT40 — contabilizar, relatório do item, geração das tarifas"
7-0,203-10,0.740,other_document,ESTO25 ESTO71,-1,-1,Remessa Industrialização (ESTO25) — ESSA É A ROTINA CERTO DE GERAÇÃO DO FCI ATRAVES DO esto71 BASE DESENVOVLIMENTO,"Remessa Industrialização (ESTO25) — simples remessa, gera nota fiscal, sequência do fluxo"
7-0,155-0,0.709,other_document,,-1,-1,Remessa Industrialização (ESTO25) — ESSA É A ROTINA CERTO DE GERAÇÃO DO FCI ATRAVES DO esto71 BASE DESENVOVLIMENTO,Ajuste Transito (ESTO106) — CRIAR UM PROGRAMA PARA GERAR LANÇAMENTO DE TRANSFERÊNCIA ENTRE ESTABELECIMENTO (TRÂNSITO)
7-0,204-0,0.701,other_document,ESTO25,-1,-1,Remessa Industrialização (ESTO25) — ESSA É A ROTINA CERTO DE GERAÇÃO DO FCI ATRAVES DO esto71 BASE DESENVOVLIMENTO,"Remessa Industrialização (ESTO25) — nro de documento, inicio pós implantação, desenvolvido para myrabel"
7-0,204-1,0.698,other_document,ESTO25 ESTO71,-1,-1,Remessa Industrialização (ESTO25) — ESSA É A ROTINA CERTO DE GERAÇÃO DO FCI ATRAVES DO esto71 BASE DESENVOVLIMENTO,"Remessa Industrialização (ESTO25) — PLANO ABAST MATERIAIS TRANSFERENCIA: NO BOTÃO ""TRANSFERENCIA PRODUÇÃO"" CRIAR CAMPO DE"
7-0,342-2,0.694,other_document,ESTO25,-1,-1,Remessa Industrialização (ESTO25) — ESSA É A ROTINA CERTO DE GERAÇÃO DO FCI ATRAVES DO esto71 BASE DESENVOVLIMENTO,"Transferências (FATU12) — VERIFICAR A ""LOCALIZAÇÃO DE DESTINO"" NA NF EMITIDA, PARA QUE SUGIRA A LOC. NO PROGRAMA…"
9-0,160-0,0.807,other_document,,128,128,"Transferência entre Localização (ESTO23) — estoque na localização, transferir as qtdes, sequência é utilizado","classe coerente, configuração da operação, devolução simbólica"
9-0,159-3,0.804,other_document,FATU6 PEDI4 RECE2,128,128,"Transferência entre Localização (ESTO23) — estoque na localização, transferir as qtdes, sequência é utilizado",Gera Nota Fiscal de Saída Consignação (FATU119) — CONFIGURAÇÃO CLASSE DE OPERAÇÕES - CRIAR CLASSE DE OPERAÇÃO PARA TRATAR PROCESSO DE…
9-0,9-1,0.794,same_topic,FATU6 FATU94 PEDI144 PEDI4 PEDI44 RECE2,128,128,"Transferência entre Localização (ESTO23) — estoque na localização, transferir as qtdes, sequência é utilizado","Relatório Posição Plano de Produção (CFAB24) — efetua a efetiva, remessa oper, configuração da operação"
9-0,3-0,0.788,other_document,ESTO23 FATU6 FATU94 PEDI44,128,128,"Transferência entre Localização (ESTO23) — estoque na localização, transferir as qtdes, sequência é utilizado",Registro Controle Produção e Estoque (ESTO19) — TESTE CONSIGNAÇÃO
9-0,159-14,0.779,other_document,FATU6 PEDI44 RECE2,128,128,"Transferência entre Localização (ESTO23) — estoque na localização, transferir as qtdes, sequência é utilizado","Registro Controle Produção e Estoque (ESTO19) — efetua a efetiva, remessa oper, saldo no controle"
9-1,159-13,0.853,other_document,FATU6 FATU94 PEDI1 PEDI144 PEDI4 PEDI44 RECE2,128,128,"Relatório Posição Plano de Produção (CFAB24) — efetua a efetiva, remessa oper, configuração da operação","ADMI125 — configuração da operação, efetivamente vendido, vendeu e retornou"
9-1,159-14,0.812,other_document,ESTO19 FATU6 PEDI44 RECE2,128,128,"Relatório Posição Plano de Produção (CFAB24) — efetua a efetiva, remessa oper, configuração da operação","Registro Controle Produção e Estoque (ESTO19) — efetua a efetiva, remessa oper, saldo no controle"
