chunk_id,cluster,x,y,doc_name,record_type,module,title
6-1,41,6.692,11.725,Rotina Custeio Kunden.docx,documentacao,,"CONT12 — conciliação do custeio, ste, sistema irá atualizar"
7-0,-1,5.613,7.766,teste_69828.docx,documentacao,,Remessa Industrialização (ESTO25) — ESSA É A ROTINA CERTO DE GERAÇÃO DO FCI ATRAVES DO esto71 BASE DESENVOVLIMENTO
9-0,128,5.609,8.052,"CONSIGNAÇÃO, Passo a Passo.pdf",documentacao,,"Transferência entre Localização (ESTO23) — estoque na localização, transferir as qtdes, sequência é utilizado"
9-1,128,5.568,8.023,"CONSIGNAÇÃO, Passo a Passo.pdf",documentacao,,"Relatório Posição Plano de Produção (CFAB24) — efetua a efetiva, remessa oper, configuração da operação"
9-2,128,5.640,8.134,"CONSIGNAÇÃO, Passo a Passo.pdf",documentacao,,Consulta Estoque Produto (ESTO7) — Aqui abaixo pesquisas adicionais referente a rotina de Consignação
10-0,34,2.655,10.293,Labelli.docx,documentacao,,Condições de Pagamento (ADMI19) — Estruturação de produto
10-1,34,2.615,10.225,Labelli.docx,documentacao,,"ADMI171 — cintos, venda interface api, inserir os materiais"
11-0,-1,8.287,9.103,Cronograma de treinamento Painel de Manufatura Brisa.docx,documentacao,,Pessoas Físicas/Jurídicas (ADMI34) — Cronograma de treinamento Painéis de Manufatura Brisa e Rotinas novas
12-0,100,5.315,9.829,Rotina de faturamento Brisa.docx,documentacao,,Consulta Estoque Produto (ESTO7) — Objetivo Acesso Solicitações Detalhamento das Solicitações
13-0,89,5.448,9.967,Rotina estoque futuro Brisa 67032.docx,documentacao,,Consulta Ordem de Fabricação (CFAB2) — Criado um LE: Liberado pelo MPSP20
14-0,64,3.306,6.482,Compilado de Rotinas da Brisa.docx,documentacao,,"atta base, suporte, estruturada"
14-1,64,3.343,6.411,Compilado de Rotinas da Brisa.docx,documentacao,,"passagem de conhecimento, transcricao, documento original"
14-2,64,3.321,6.505,Compilado de Rotinas da Brisa.docx,documentacao,,"importacao de extrato, faturamento sem estoque, reuniao"
14-3,64,3.371,6.432,Compilado de Rotinas da Brisa.docx,documentacao,,"fato resto, chamado depender, trechos"
14-4,64,3.365,6.435,Compilado de Rotinas da Brisa.docx,documentacao,,"faturamento entre empresa, entrada com importacao, passo a passo"
14-5,64,3.388,6.427,Compilado de Rotinas da Brisa.docx,documentacao,,"contrato de cambio, nao deve assumir, texto legal"
14-6,64,2.386,11.434,Compilado de Rotinas da Brisa.docx,documentacao,,"vez que houver, parametro de geracao, descricao do produto"
14-7,64,3.389,6.433,Compilado de Rotinas da Brisa.docx,documentacao,,"nao ficou claro, existe um fluxo, validador de xml"
14-8,-1,4.729,8.236,Compilado de Rotinas da Brisa.docx,documentacao,,"exportacao, apenas quando for, nota de saida"
14-9,64,3.626,6.453,Compilado de Rotinas da Brisa.docx,documentacao,,"estava sendo gerada, apuracao, problema de cadastro"
14-10,113,3.243,9.497,Compilado de Rotinas da Brisa.docx,documentacao,,"analise de credito, logica antiga, nao deve assumir"
14-11,64,3.403,6.456,Compilado de Rotinas da Brisa.docx,documentacao,,"fundamentacao legal, observacoes fiscais texto, tags do xml"
14-12,64,3.388,6.462,Compilado de Rotinas da Brisa.docx,documentacao,,"momento da reuniao, comissao, proprio treinamento"
14-13,64,3.412,6.431,Compilado de Rotinas da Brisa.docx,documentacao,,"treinamento de mdf-e, nao ficou claro, fechada no momento"
14-14,64,3.359,6.420,Compilado de Rotinas da Brisa.docx,documentacao,,"revisar a partir, necessidade de manter, entender o problema"
14-15,64,3.345,6.398,Compilado de Rotinas da Brisa.docx,documentacao,,"declaração de importação, regra do sistema, nao deve assumir"
14-16,7,3.607,6.075,Compilado de Rotinas da Brisa.docx,documentacao,,"cadastro master, despesas aduaneiras, usd"
14-17,7,3.535,5.911,Compilado de Rotinas da Brisa.docx,documentacao,,"travamentos ou congelamentos, tradicional comercio exterior, reabertura de processos"
14-18,7,3.611,6.044,Compilado de Rotinas da Brisa.docx,documentacao,,"ufde, sistema deve assegurar, faturamento de forma"
14-19,18,3.436,6.208,Compilado de Rotinas da Brisa.docx,documentacao,,"travamentos ou congelamentos, tabelas do banco, sistema deve assegurar"
14-20,7,3.620,6.006,Compilado de Rotinas da Brisa.docx,documentacao,,"tradicional comercio exterior, reabertura do lote, processos de importação"
14-21,7,7.895,7.884,Compilado de Rotinas da Brisa.docx,documentacao,,"estorno e reimpressão, painel de embalagens, impressão automática"
14-22,7,7.898,7.931,Compilado de Rotinas da Brisa.docx,documentacao,,"setor de revisão, url do painel, produto e lote"
14-23,7,7.861,7.856,Compilado de Rotinas da Brisa.docx,documentacao,,"responsável pela geração, permissões de grupo, layout para impressão"
14-24,7,7.843,7.854,Compilado de Rotinas da Brisa.docx,documentacao,,"tiago cruz, operacionais da revisão, materiais sem saldo"
14-25,7,7.868,7.851,Compilado de Rotinas da Brisa.docx,documentacao,,"tiago cruz, reimpressão no painel, operacionais da revisão"
14-26,7,7.713,7.859,Compilado de Rotinas da Brisa.docx,documentacao,,"transporte de amostras, utilizada como exemplo, total no relatório"
14-27,7,7.598,7.861,Compilado de Rotinas da Brisa.docx,documentacao,,"utilizados pelo setor, seleção do tipo, menu de manifesto"
14-28,7,7.742,7.856,Compilado de Rotinas da Brisa.docx,documentacao,,"servidor obj, via dispositivo móvel, treinamento de mdf-e"
14-29,7,7.761,7.900,Compilado de Rotinas da Brisa.docx,documentacao,,"cálculo de bônus, pastas do servidor, marca no tumblr"
14-30,7,7.818,7.891,Compilado de Rotinas da Brisa.docx,documentacao,,"lote de entrega, parametrizar as pastas, executivoos documentos registram"
14-31,7,7.794,7.904,Compilado de Rotinas da Brisa.docx,documentacao,,"lote de entrega, pedidos firmes, transferindo a quantidade"
14-32,7,7.850,7.913,Compilado de Rotinas da Brisa.docx,documentacao,,"revisão o operador, realizar um alinhamento, realiza a liberação"
14-33,7,7.810,8.246,Compilado de Rotinas da Brisa.docx,documentacao,,"lote de entrega, realizar um alinhamento, luciana"
14-34,7,7.803,7.921,Compilado de Rotinas da Brisa.docx,documentacao,,"virada de sistema, sku para lote, início do apontamento"
14-35,7,7.736,7.970,Compilado de Rotinas da Brisa.docx,documentacao,,"ponta a ponta, lotes na geração, físico de rolos"
14-36,7,7.775,7.882,Compilado de Rotinas da Brisa.docx,documentacao,,"Nota Fiscal de Saída (FATU2) — emissão da nota, síncronas para assíncronas, rolos de tecido"
14-37,-1,7.367,7.937,Compilado de Rotinas da Brisa.docx,documentacao,,"estoque via, packing list, distribuição faturamento manifesto"
14-38,7,7.885,7.967,Compilado de Rotinas da Brisa.docx,documentacao,,"síncronas para assíncronas, motoristas e frotas, instrução de corte"
14-39,7,7.808,7.881,Compilado de Rotinas da Brisa.docx,documentacao,,"Nota Fiscal de Saída (FATU2) — números de lotes, layout do painel, final da nota"
14-40,7,7.828,7.915,Compilado de Rotinas da Brisa.docx,documentacao,,"cálculo de bônus, marca no tumblr, insira novos pedidos"
14-41,7,7.778,7.920,Compilado de Rotinas da Brisa.docx,documentacao,,"sku lote, icms ipi pis, fiscal o sistema"
14-42,7,7.880,7.844,Compilado de Rotinas da Brisa.docx,documentacao,,"validação do fluxo, treinamento técnico operacional, rolos de tecido"
14-43,7,7.773,7.910,Compilado de Rotinas da Brisa.docx,documentacao,,"instrução de embarque, sob a fórmula, percentual do parâmetro"
14-44,7,7.510,7.937,Compilado de Rotinas da Brisa.docx,documentacao,,"expedição acessa, via rotina exit, utilizando o tipo"
14-45,7,7.844,7.957,Compilado de Rotinas da Brisa.docx,documentacao,,"gera e imprime, restringir o acesso, pallets por transportadora"
14-46,7,7.877,7.883,Compilado de Rotinas da Brisa.docx,documentacao,,"instruções de embarque, permitir o estorno, layout do painel"
14-47,7,7.863,7.849,Compilado de Rotinas da Brisa.docx,documentacao,,"web de fracionamento, registra uma validação, parte da equipe"
14-48,7,7.766,7.833,Compilado de Rotinas da Brisa.docx,documentacao,,"aptos a faturar, sku e lote, seleção para faturamento"
14-49,7,7.840,7.887,Compilado de Rotinas da Brisa.docx,documentacao,,"parâmetros em utilização, relatórios pedidos aptos, painel apontamentos"
14-50,7,7.826,7.865,Compilado de Rotinas da Brisa.docx,documentacao,,"infinity appliques, pedidos aptos, validação do fluxo"
14-51,7,7.791,7.861,Compilado de Rotinas da Brisa.docx,documentacao,,"parâmetros no painel, transportadoras luiza barcelos, sku e lote"
15-0,-1,5.536,8.105,ENGENHARIA REVERSA.docx,documentacao,,ADMI102 — ENGENHARIA REVERSA
16-0,8,3.359,5.522,Manual Frete (2).docx,documentacao,,Tela 31 (ADMI104) — Passado a passo de como utilizar a rotina de Fretes PASTAS
16-1,8,3.212,5.336,Manual Frete (2).docx,documentacao,,Arquivo em Hyperlink abaixo
16-2,8,3.306,5.479,Manual Frete (2).docx,documentacao,,"ADMI102 — conhecimento xml, sistema irá, tabela pela lógica"
16-3,8,3.395,5.677,Manual Frete (2).docx,documentacao,,"ADMI103 — fórmula de cálculo, tabela pela lógica, marcado é inserido"
17-0,3,3.561,5.140,edi_doccob_3.0.pdf,documentacao,,DOCCOB 3.0 – DOCUMENTO DE COBRANÇA
17-1,3,3.611,5.100,edi_doccob_3.0.pdf,documentacao,,"cobrança de conhecimento, identificação da caixa, posição status notas"
17-2,3,3.630,5.091,edi_doccob_3.0.pdf,documentacao,,"documento de cobrança, posição status notas, preencher com brancos"
17-3,3,3.619,5.092,edi_doccob_3.0.pdf,documentacao,,"pontos e hífen, cobrança de conhecimento, posição status notas"
18-0,-1,3.347,5.285,edi_conemb_3.0.pdf,documentacao,,Página: 1 PROJETO EDI TRANSPORTE
18-1,3,3.558,5.159,edi_conemb_3.0.pdf,documentacao,,"número de casas, tamanho total, layout da mensagem"
18-2,-1,5.105,9.764,edi_conemb_3.0.pdf,documentacao,,"identificação do remetente, gerador para armazenar, base de dados"
18-3,-1,5.066,9.747,edi_conemb_3.0.pdf,documentacao,,"gerador para armazenar, identificação da caixa, dados do sistema"
18-4,-1,4.949,10.289,edi_conemb_3.0.pdf,documentacao,,"uso da aplicação, ddmmaa, hhmm"
18-5,-1,5.094,10.271,edi_conemb_3.0.pdf,documentacao,,"identificação do intercâmbio, constante conhecimento, hora minuto"
18-6,3,3.602,5.108,edi_conemb_3.0.pdf,documentacao,,"posição status notas, preencher com brancos, conhecimentos embarcados preenchimento"
18-7,3,3.607,5.107,edi_conemb_3.0.pdf,documentacao,,"série da nota, conhecimentos embarcados tamanho, preencher apenas"
19-0,78,5.654,11.437,Documentação Desenvolvimento.pdf,documentacao,,Como Fazemos Padrões de nomenclatura
19-1,-1,5.595,11.475,Documentação Desenvolvimento.pdf,documentacao,,"ADMI100 — tabela estoque futuro, debug, objeto"
19-2,51,3.286,9.877,Documentação Desenvolvimento.pdf,documentacao,,ADMI68 — Como Fazemos 9
20-0,3,3.614,5.123,importacao_edi_notfis.pdf,documentacao,,1 http://www.visualset.com.br/ PROJETO EDI TRANSPORTE
20-1,3,3.653,5.073,importacao_edi_notfis.pdf,documentacao,,NOTFIS - DADOS DE NOTAS FISCAIS (VERSÃO 1.0) PREENCHIMENTO: MANDATÓRIO
20-2,3,3.649,5.068,importacao_edi_notfis.pdf,documentacao,,NOTFIS - DADOS DE NOTAS FISCAIS (VERSÃO 1.0) PREENCHIMENTO: MANDATÓRIO
20-3,3,3.676,5.072,importacao_edi_notfis.pdf,documentacao,,NOTFIS - DADOS DE NOTAS FISCAIS (VERSÃO 1.0) PREENCHIMENTO: MANDATÓRIO
20-4,3,3.648,5.092,importacao_edi_notfis.pdf,documentacao,,NOTFIS - DADOS DE NOTAS FISCAIS (VERSÃO 1.0) PREENCHIMENTO: MANDATÓRIO
20-5,3,3.664,5.081,importacao_edi_notfis.pdf,documentacao,,NOTFIS - DADOS DE NOTAS FISCAIS (VERSÃO 1.0) PREENCHIMENTO: CONDICIONAL
20-6,3,3.674,5.059,importacao_edi_notfis.pdf,documentacao,,NOTFIS - DADOS DE NOTAS FISCAIS (VERSÃO 1.0) PREENCHIMENTO: CONDICIONAL
20-7,3,3.674,5.047,importacao_edi_notfis.pdf,documentacao,,FILLER A 6 235 C PREENCHER COM BRANCOS
21-0,14,1.390,9.382,Documentacao_Kunden_PDV.pdf,documentacao,,Usuários (ADMI1) — Kunden PDV 1 Configurações Gerais
21-1,14,1.459,9.414,Documentacao_Kunden_PDV.pdf,documentacao,,"Gravar ID da Regra de Tributação Especial (ADMI66) — operações de baixa, caixa banco, pdv"
21-2,14,1.400,9.383,Documentacao_Kunden_PDV.pdf,documentacao,,"Venda (EPRO61) — produtos para balança, geração da nota, pdv"
21-3,14,1.414,9.413,Documentacao_Kunden_PDV.pdf,documentacao,,"EPRO1 — campos: Cód, QTD, QTD (ex, FORMA DE PAGAMENTO"
22-0,-1,2.814,3.767,S-3000.pdf,documentacao,,Envio do evento S-3000
23-0,-1,2.937,9.107,RHUM9.pdf,documentacao,RHUM,RHUM9 — RHUM9 1 1. Erro
24-0,-1,2.815,3.779,S-2240.pdf,documentacao,,FPAG186 — Erros S-2240 Esocial 1 1. Erro
25-0,-1,2.072,11.874,REAJUSTE SALARIO PARA TODOS FUNCIONARIOS.pdf,documentacao,,FPAG93 — REAJUSTE SALARIO PARA TODOS FUNCIONARIOS
26-0,-1,2.931,9.166,Cadastro de Jornada de Trabalho.pdf,documentacao,,RHUM8 — Cadastro de Jornada de Trabalho
27-0,-1,2.196,11.876,Calculo de Rescisões Complementares.pdf,documentacao,,FPAG23 — Calculo de Rescisões Complementares
28-0,74,4.123,6.682,cBenef.pdf,documentacao,,"Gravar ID da Regra de Tributação Especial (ADMI66) — beneficio fiscal, cbenef, regra de tributação"
28-1,74,4.113,6.725,cBenef.pdf,documentacao,,LFIS23 — Emitindo NFe com cBenef
29-0,-1,2.929,9.099,COMO CADASTRAR UM CARGO.pdf,documentacao,,FPAG8 — COMO CADASTRAR UM CARGO
30-0,19,2.603,15.169,Consulta e Configuração de VT.pdf,documentacao,,FPAG1 — Consulta e Configuração de VT
31-0,-1,2.823,3.762,Envio do S-1010.pdf,documentacao,,"FPAG137 — campos: Operação, Ind, Enviar"
32-0,42,6.599,11.348,IMPORTAÇÃO DE LANÇAMENTOS CONTABEIS.pdf,documentacao,,CONT12 — IMPORTAÇÃO DE LANÇAMENTOS CONTÁBEIS
33-0,-1,4.806,7.125,IMPORTACAO_FATU124.pdf,documentacao,,Pedido de Compras (COMP3) — RECEBIMENTO DE PEDIDOS DE COMPRA ATRAVÉS DO FATU124
34-0,-1,2.945,9.165,INFORMADO CENTRO DE TRABALHO ERRADO PARA ADMISSAO DE FUNCIONARIO.pdf,documentacao,,FPAG19 — INFORMADO CENTRO DE TRABALHO ERRADO PARA ADMISSAO DE FUNCIONARIO
35-0,-1,1.058,11.003,Instruções iVendre Android - Frigolaste.pdf,documentacao,,"Cadastro de Usuários (ADMI260) — usuário e senha, cima do arquivo, acesso ao ivendre"
36-0,-1,2.919,9.223,JORNADA DE TRABALHO.pdf,documentacao,,RHUM11 — Jornada de Trabalho
37-0,147,1.260,11.190,Manual iVendre - Criar usuário - Terra & Água.pdf,documentacao,,Cadastro de Usuários (ADMI260) — Manual iVendre - Criar usuário - Terra & Água
39-0,26,6.700,8.628,Manual para Integração Arezzo.pdf,documentacao,,"ADMI122 — algum log, pedidos arezzo, produto na empresa"
40-0,-1,2.801,11.913,PEDIDO DE VENDA - PEDI1.pdf,documentacao,PEDI,Pedido de Venda (PEDI1) — PEDIDO DE VENDA - PEDI1
41-0,20,6.926,8.201,23316_Control de Lote_Flujo de Producción hasta picking para embarque.docx,documentacao,,ADMI145 — Control de Lote_Flujo de Producción hasta picking para embarque
42-0,25,3.075,9.947,Agendador de tarefas - ADMI63.docx,documentacao,ADMI,Agendador de Tarefas (ADMI63) — ROTINA: Administração
43-0,99,8.435,12.272,Back-Flush materiais.docx,documentacao,,"produção da ordem, produto nas quantidades, back-flush de baixa"
43-1,99,8.472,12.330,Back-Flush materiais.docx,documentacao,,"Componente (EPRO14) — back-flush dos materiais, apresentadas as seguintes, recurso do apontamento"
44-0,145,5.567,7.526,Beneficiamento com nota triangular.docx,documentacao,,"Consulta Estoque Produto (ESTO7) — rotina beneficiamento recebendo, material para beneficiar, situação do estoque"
44-1,67,5.602,10.788,Beneficiamento com nota triangular.docx,documentacao,,"Aqui, mais um exemplo de Estoque em Depósito, advindo de um rece"
44-2,-1,5.585,7.756,Beneficiamento com nota triangular.docx,documentacao,,"Programas (ADMI6) — recebimento de nota, utilizado o material, retorno e faturamento"
45-0,-1,6.063,9.899,Bloco K Simplificado.docx,documentacao,,"Contábil Fiscal (EPRO57) — vinculadas aos produtos, saldos de terceiros, encerramento dos estoques"
46-0,129,2.487,10.843,Como alterar o representante do cliente.docx,documentacao,,"Alteração de Clientes (ADMI232) — clientes que deseja, mostrar o passo, representantes serão"
47-0,106,8.204,10.792,Configuração Apont. WEB.docx,documentacao,,"Usuários (ADMI1) — valida caracteres minúsculos, usuário modelo coletor, realize o apontamento"
47-1,-1,7.680,10.693,Configuração Apont. WEB.docx,documentacao,,"volta à página, continuar a nova, apontamento de algum"
48-0,51,3.176,10.049,Configuração de Email - ADMI265.docx,documentacao,ADMI,"ADMI265 — conta de e-mail, diretorio padrao, texto padrão"
49-0,-1,6.723,6.187,CONFIGURAÇÕES BLOCO K.docx,documentacao,,Localização (ADMI44) — CONFIGURAÇÕES BLOCO K Parâmetro Geral 50148
51-0,-1,4.395,7.455,Documentação GTIN.docx,documentacao,,"ADMI125 — nota de faturamento, informações do produto, separação dos produtos"
52-0,10,2.812,3.785,Documento Padrão erros Esocial.docx,documentacao,,"FPAG186 — agente nocivo, vinculado ao funcionário, enquadramento do esocial"
53-0,-1,4.874,13.529,Estrutura de Produto.docx,documentacao,,ESTRUTURA DE PRODUTO
53-1,-1,4.767,13.591,Estrutura de Produto.docx,documentacao,,"produto material, marca coleção modelo, dados serão utilizados"
53-2,-1,4.867,13.556,Estrutura de Produto.docx,documentacao,,"utilizado para indicar, imprimir material, variação de grade"
53-3,-1,4.993,13.586,Estrutura de Produto.docx,documentacao,,"utilizado para dizer, lote máximo cálculo, quantidade máxima"
53-4,-1,4.896,13.572,Estrutura de Produto.docx,documentacao,,"utilizado para dizer, contábil fiscal, próximo do vencimento"
53-5,119,4.148,12.345,Estrutura de Produto.docx,documentacao,,"plano produção data, maior ou menor, amostragem visual"
53-6,119,3.988,12.312,Estrutura de Produto.docx,documentacao,,"indicar quantidade, prazo mínimo, controle cotas"
54-0,19,2.471,15.217,FPV_Desenvolvimentos a partir do patch 191 - Funcionalidades novas.docx,documentacao,,Administração Cadastros Parâmetros (ADMI8) — FPV_ Desenvolvimentos a partir do patch 191 – Funcionalidades novas
54-1,19,2.596,15.305,FPV_Desenvolvimentos a partir do patch 191 - Funcionalidades novas.docx,documentacao,,"Markup (FVEN3) — vincular as ddvs, usado na argentina, prazo e margem"
54-2,19,2.674,15.090,FPV_Desenvolvimentos a partir do patch 191 - Funcionalidades novas.docx,documentacao,,EPRO21 — FVEN9 Solicitado pela Pegada
54-3,19,2.629,15.244,FPV_Desenvolvimentos a partir do patch 191 - Funcionalidades novas.docx,documentacao,,"Grupo de Tarifa pelo programa Tarifas FPV (FVEN10) — utiliza as taifas, usar a nova, vend"
54-4,19,2.684,15.305,FPV_Desenvolvimentos a partir do patch 191 - Funcionalidades novas.docx,documentacao,,"ADMI36 — tarifa será usado, venda daqui coluna, subdivisões de cod"
54-5,19,2.938,15.114,FPV_Desenvolvimentos a partir do patch 191 - Funcionalidades novas.docx,documentacao,,Configurador de Produto (EPRO28) — Programa EPRO28 para fazer a aprovação para calculo de Custos
54-6,19,2.682,15.217,FPV_Desenvolvimentos a partir do patch 191 - Funcionalidades novas.docx,documentacao,,"Configurador de Produto (EPRO28) — Calculo, FVEN5"
56-0,147,1.208,11.334,iVendre iOS Documentação.docx,documentacao,,"Pedido de Venda (PEDI1) — imagens fotos, produtos no ipad, produto em ficha"
56-1,147,1.193,11.348,iVendre iOS Documentação.docx,documentacao,,Administração Cadastros Parâmetros (ADMI8) — C:\Web\ KundenAPI \API\public\images\produtos
56-2,147,1.158,11.323,iVendre iOS Documentação.docx,documentacao,,ADICIONAR IMAGENS / FOTOS AOS PRODUTOS NA CARRANO (HENRICH)
56-3,147,1.174,11.359,iVendre iOS Documentação.docx,documentacao,,"categoria de pedidos, aparece no ipad, painel do ivendre"
57-0,-1,2.568,10.889,Manual Condição de Pagamento.docx,documentacao,,Condições de Pagamento (ADMI19) — Manual Condição de Pagamento ( ADMI19 )
59-0,25,3.259,9.931,Importação de Notas Cake.docx,documentacao,,Instrução de Funcionamento
60-0,16,3.156,8.766,MANUAL_NOVO_MONITOR.docx,documentacao,,KUNDEN SYSTEMS MANUAL DE ORIENTAÇÃO Alterações NFE 4.0
60-1,-1,2.998,9.617,MANUAL_NOVO_MONITOR.docx,documentacao,,"ADMI122 — deverão ser realizadas, configurações de serviços, documentos fiscais eletrônicos"
60-2,-1,2.988,10.124,MANUAL_NOVO_MONITOR.docx,documentacao,ADMI,"Administração Cadastros Parâmetros (ADMI8) — utilização do monitor, unidades de negócio, administração cadastros parâmetros"
60-3,-1,3.671,6.985,MANUAL_NOVO_MONITOR.docx,documentacao,ADMI,"ADMI122 — nfs-e md-e mdf-e, monitor protocolos result, leitura de arquivos"
60-4,158,3.724,6.938,MANUAL_NOVO_MONITOR.docx,documentacao,FATU,"FATU146 — gravação e leitura, documento fiscal eletrônico, senha de acesso"
60-5,-1,3.916,6.917,MANUAL_NOVO_MONITOR.docx,documentacao,FATU,"FATU146 — notas fiscais eletrônicas, produtos na impressão, pasta onde serão"
60-6,-1,3.666,7.015,MANUAL_NOVO_MONITOR.docx,documentacao,FATU,"FATU146 — validade do certificado, serviços de df-e, xml que serão"
61-0,-1,2.821,3.732,MODULO E-SOCIAL.docx,documentacao,,"FPAG137 — campos: Operação, Ind, Enviar, E"
61-1,-1,2.819,3.745,MODULO E-SOCIAL.docx,documentacao,,"realizar a exclusão, eventos periódicos, envio do evento"
62-0,34,2.588,10.275,Passo a Passo API Labelli 1.docx,documentacao,,ADMI122 — Objetivo Acesso Solicitações Detalhamento das Solicitações
62-1,34,2.594,10.295,Passo a Passo API Labelli 1.docx,documentacao,,"Pessoas Físicas/Jurídicas (ADMI34) — interface api, excluida da tabela, ele não reimporta"
62-2,77,4.952,9.734,Passo a Passo API Labelli 1.docx,documentacao,,"Condições de Pagamento (ADMI19) — saldo na localização, categoria de entrega, tabela api controle"
63-0,84,3.616,11.770,Pedido de Compra – COMP3 - 160419.docx,documentacao,COMP,Pedido de Compras (COMP3) — Pedido de Compra – COMP 3 Rotina
64-0,140,6.123,14.197,Planejamento – MPSP2.docx,documentacao,MPSP,Planejamento (MPSP2) — PLANEJAMENTO – MPSP2 Rotina
65-0,110,4.355,12.522,Plano de Necessidade de Compras – COMP13 160419.docx,documentacao,COMP,Plano de Necessidades de Compras (COMP13) — Plano de Necessidade de Compras – COMP13 Rotina
66-0,153,6.531,14.224,Plano de Produção – MPSP5.docx,documentacao,MPSP,Plano de Produção (MPSP5) — PLANO DE PRODUÇÃO – MPSP5 Rotina
67-0,51,3.041,10.001,Programas - ADMI6.docx,documentacao,ADMI,"Programas (ADMI6) — nível da árvore, xxxxxxxxxxxxxxxxxxxxxxxxxxxxx, parâmetros inicialização"
68-0,20,6.830,8.037,Projeto Controle de Embarque.docx,documentacao,,Nota Fiscal de Saída (FATU2) — Rotina do Controle de Embarque
68-1,20,6.737,7.966,Projeto Controle de Embarque.docx,documentacao,,"Pessoas Físicas/Jurídicas (ADMI34) — criação do controle, for digitado, usuário estiver criando"
68-2,20,6.802,7.999,Projeto Controle de Embarque.docx,documentacao,,"controle de embarque, placa do veículo, usuário estiver criando"
68-3,20,6.777,7.972,Projeto Controle de Embarque.docx,documentacao,,"chave da nota, controle de embarque, saldo que falta"
68-4,20,6.755,7.983,Projeto Controle de Embarque.docx,documentacao,,Campos de informação da nota
68-5,20,6.702,7.966,Projeto Controle de Embarque.docx,documentacao,,"Emissão Rotulos Nota Fiscal (FATU107) — apontados pelo usuário, somente os rótulos, quantidade do rótulo"
68-6,20,6.737,7.982,Projeto Controle de Embarque.docx,documentacao,,FATU92 — Campos do apontamento de rótulos
68-7,20,6.811,7.953,Projeto Controle de Embarque.docx,documentacao,,Consulta de Controles de Embarque
